,Total Yards,Made,Quarter,Time,Down,Kicker id,Kicker Name,Kicking Team,Weather_Condition,Humidity,Temperature,Wind,Stadium,Grass Type,Stadium Type
1376,48,1,1,07:40,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,54,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
1377,43,0,2,00:08,2,00-0023853,M.Prater,DEN,Mostly Cloudy,54,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
1378,43,1,3,02:57,4,00-0023853,M.Prater,DEN,Mostly Cloudy,54,62,,Oakland–Alameda County Coliseum,Bluegrass,Open
1379,43,1,1,07:25,4,00-0020962,R.Bironas,TEN,A Few Clouds,41,64,,Nissan Stadium,419 Tifway Bermuda Grass,Open
1380,36,1,4,02:00,4,00-0023482,M.Nugent,CIN,A Few Clouds,41,64,,Nissan Stadium,419 Tifway Bermuda Grass,Open
1381,27,0,2,00:07,4,00-0024333,S.Gostkowski,NE,Fair,36,50,,Gillette Stadium,Fieldturf,Open
1382,22,1,3,10:12,4,00-0019778,L.Tynes,NYG,Fair,36,50,,Gillette Stadium,Fieldturf,Open
1383,32,1,3,05:33,4,00-0024333,S.Gostkowski,NE,Fair,36,50,,Gillette Stadium,Fieldturf,Open
1384,45,1,4,07:13,4,00-0024333,S.Gostkowski,NE,Fair,36,50,,Gillette Stadium,Fieldturf,Open
1385,52,1,2,05:52,4,00-0023096,N.Novak,SD,Fog/Mist,93,54,,Qualcomm Stadium,Grass,Open
1386,47,1,3,08:30,4,00-0025580,M.Crosby,GB,Fog/Mist,93,54,,Qualcomm Stadium,Grass,Open
1387,27,1,1,10:56,4,00-0019770,J.Feely,ARI,Partly Cloudy,32,64,,State Farm Stadium,Grass,Dome
1388,48,1,1,04:45,4,00-0021940,Josh.Brown,STL,Partly Cloudy,32,64,,State Farm Stadium,Grass,Dome
1389,37,1,2,07:47,4,00-0021940,Josh.Brown,STL,Partly Cloudy,32,64,,State Farm Stadium,Grass,Dome
1390,41,1,2,00:03,4,00-0021940,Josh.Brown,STL,Partly Cloudy,32,64,,State Farm Stadium,Grass,Dome
1391,38,1,3,11:14,4,00-0019770,J.Feely,ARI,Partly Cloudy,32,64,,State Farm Stadium,Grass,Dome
1392,18,1,1,08:13,4,00-0020972,B.Cundiff,BAL,Fair,42,48,,Heinz Field,Desso Grassmaster,Open
1393,40,0,1,02:13,4,00-0020972,B.Cundiff,BAL,Fair,42,48,,Heinz Field,Desso Grassmaster,Open
1394,36,1,2,14:08,4,00-0023001,S.Suisham,PIT,Fair,42,48,,Heinz Field,Desso Grassmaster,Open
1395,43,1,2,09:33,4,00-0020972,B.Cundiff,BAL,Fair,42,48,,Heinz Field,Desso Grassmaster,Open
1396,30,1,2,01:10,4,00-0023001,S.Suisham,PIT,Fair,42,48,,Heinz Field,Desso Grassmaster,Open
1397,51,1,2,00:04,3,00-0020972,B.Cundiff,BAL,Fair,42,48,,Heinz Field,Desso Grassmaster,Open
1398,51,1,2,07:32,4,00-0023252,R.Gould,CHI,Fair,96,39,,Lincoln Financial Field,Desso GrassMaster,Open
1399,47,1,2,02:09,4,00-0028058,A.Henery,PHI,Fair,96,39,,Lincoln Financial Field,Desso GrassMaster,Open
1400,38,1,3,00:25,4,00-0023252,R.Gould,CHI,Fair,96,39,,Lincoln Financial Field,Desso GrassMaster,Open
1401,22,1,4,04:01,4,00-0023252,R.Gould,CHI,Fair,96,39,,Lincoln Financial Field,Desso GrassMaster,Open
1402,20,1,1,10:44,4,00-0023096,N.Novak,SD,Fair,33,67,,Qualcomm Stadium,Grass,Open
1403,23,1,2,11:05,4,00-0019646,S.Janikowski,OAK,Fair,33,67,,Qualcomm Stadium,Grass,Open
1404,46,0,3,05:01,4,00-0023096,N.Novak,SD,Fair,33,67,,Qualcomm Stadium,Grass,Open
1405,52,0,2,13:11,4,00-0023635,D.Rayner,BUF,Clear,48,81,,AT&T Stadium,RealGrass Matrix,Open
1406,45,1,3,02:40,4,00-0028660,D.Bailey,DAL,Clear,48,81,,AT&T Stadium,RealGrass Matrix,Open
1407,36,1,3,00:19,4,00-0028660,D.Bailey,DAL,Clear,48,81,,AT&T Stadium,RealGrass Matrix,Open
1408,31,1,4,05:15,4,00-0028660,D.Bailey,DAL,Clear,48,81,,AT&T Stadium,RealGrass Matrix,Open
1409,38,1,2,14:55,4,00-0020962,R.Bironas,TEN,Overcast,60,59,,Bank of America Stadium,Grass,Open
1410,50,0,2,00:05,3,00-0010373,O.Mare,CAR,Overcast,60,59,,Bank of America Stadium,Grass,Open
1411,29,1,3,04:14,4,00-0010373,O.Mare,CAR,Overcast,60,59,,Bank of America Stadium,Grass,Open
1412,36,1,3,00:40,4,00-0020962,R.Bironas,TEN,Overcast,60,59,,Bank of America Stadium,Grass,Open
1413,49,1,4,10:46,4,00-0020962,R.Bironas,TEN,Overcast,60,59,,Bank of America Stadium,Grass,Open
1414,22,1,1,04:34,4,00-0019676,N.Rackers,HOU,A Few Clouds,47,78,,Raymond James Stadium,Grass,Open
1415,55,1,2,00:03,4,00-0026138,C.Barth,TB,A Few Clouds,47,78,,Raymond James Stadium,Grass,Open
1416,37,0,4,15:00,4,00-0019676,N.Rackers,HOU,A Few Clouds,47,78,,Raymond James Stadium,Grass,Open
1417,43,1,2,12:07,4,00-0023482,M.Nugent,CIN,Overcast and Breezy,56,65,,Paul Brown Stadium,-,Open
1418,39,1,2,01:02,4,00-0023001,S.Suisham,PIT,Overcast and Breezy,56,65,,Paul Brown Stadium,-,Open
1419,44,1,1,02:50,4,00-0022874,J.Scobee,JAC,Mostly Cloudy and Windy,66,65,,Lucas Oil Stadium,Fieldturf,Dome
1420,42,1,2,14:59,4,00-0016919,A.Vinatieri,IND,Mostly Cloudy and Windy,66,65,,Lucas Oil Stadium,Fieldturf,Dome
1421,45,0,2,00:07,1,00-0022874,J.Scobee,JAC,Mostly Cloudy and Windy,66,65,,Lucas Oil Stadium,Fieldturf,Dome
1422,38,1,2,07:51,4,00-0023853,M.Prater,DEN,Fair,19,69,,Arrowhead Stadium,Grass,Open
1423,41,0,4,02:00,4,00-0023853,M.Prater,DEN,Fair,19,69,,Arrowhead Stadium,Grass,Open
1424,32,1,4,00:11,3,00-0026968,R.Succop,KC,Fair,19,69,,Arrowhead Stadium,Grass,Open
1425,35,0,1,06:09,4,00-0019770,J.Feely,ARI,Fair,35,61,,Lincoln Financial Field,Desso GrassMaster,Open
1426,43,0,1,01:34,4,00-0019770,J.Feely,ARI,Fair,35,61,,Lincoln Financial Field,Desso GrassMaster,Open
1427,36,1,4,05:10,4,00-0028058,A.Henery,PHI,Fair,35,61,,Lincoln Financial Field,Desso GrassMaster,Open
1428,43,1,1,04:47,4,00-0023252,R.Gould,CHI,Mostly Cloudy,31,71,,Soldier Field,Grass,Open
1429,35,1,2,14:56,4,00-0023252,R.Gould,CHI,Mostly Cloudy,31,71,,Soldier Field,Grass,Open
1430,29,1,2,12:06,4,00-0006800,J.Hanson,DET,Mostly Cloudy,31,71,,Soldier Field,Grass,Open
1431,35,1,2,01:28,4,00-0006800,J.Hanson,DET,Mostly Cloudy,31,71,,Soldier Field,Grass,Open
1432,43,0,2,00:11,3,00-0023252,R.Gould,CHI,Mostly Cloudy,31,71,,Soldier Field,Grass,Open
1433,50,1,3,06:23,4,00-0023252,R.Gould,CHI,Mostly Cloudy,31,71,,Soldier Field,Grass,Open
1434,36,1,1,06:24,4,00-0020578,M.Bryant,ATL,Mostly Cloudy,44,62,,Georgia Dome,Fieldturf,Dome
1435,52,1,1,02:53,4,00-0009028,J.Kasay,NO,Mostly Cloudy,44,62,,Georgia Dome,Fieldturf,Dome
1436,29,1,2,09:29,4,00-0020578,M.Bryant,ATL,Mostly Cloudy,44,62,,Georgia Dome,Fieldturf,Dome
1437,41,0,2,00:03,3,00-0020578,M.Bryant,ATL,Mostly Cloudy,44,62,,Georgia Dome,Fieldturf,Dome
1438,40,0,3,11:17,4,00-0009028,J.Kasay,NO,Mostly Cloudy,44,62,,Georgia Dome,Fieldturf,Dome
1439,48,1,4,12:02,4,00-0009028,J.Kasay,NO,Mostly Cloudy,44,62,,Georgia Dome,Fieldturf,Dome
1440,44,1,4,07:18,4,00-0009028,J.Kasay,NO,Mostly Cloudy,44,62,,Georgia Dome,Fieldturf,Dome
1441,27,1,4,00:04,4,00-0020578,M.Bryant,ATL,Mostly Cloudy,44,62,,Georgia Dome,Fieldturf,Dome
1442,26,1,5,08:29,2,00-0009028,J.Kasay,NO,Mostly Cloudy,44,62,,Georgia Dome,Fieldturf,Dome
1443,50,0,1,05:28,4,00-0026858,G.Gano,WAS,Partly Cloudy,60,78,,Hard Rock Stadium,Grass,Open
1444,26,1,1,00:55,4,00-0026858,G.Gano,WAS,Partly Cloudy,60,78,,Hard Rock Stadium,Grass,Open
1445,21,1,2,10:31,4,00-0026003,D.Carpenter,MIA,Partly Cloudy,60,78,,Hard Rock Stadium,Grass,Open
1446,49,0,2,03:29,4,00-0026003,D.Carpenter,MIA,Partly Cloudy,60,78,,Hard Rock Stadium,Grass,Open
1447,47,1,2,01:12,4,00-0026858,G.Gano,WAS,Partly Cloudy,60,78,,Hard Rock Stadium,Grass,Open
1448,23,1,3,10:43,4,00-0026858,G.Gano,WAS,Partly Cloudy,60,78,,Hard Rock Stadium,Grass,Open
1449,28,1,3,05:01,4,00-0026003,D.Carpenter,MIA,Partly Cloudy,60,78,,Hard Rock Stadium,Grass,Open
1450,49,0,4,02:56,4,00-0026858,G.Gano,WAS,Partly Cloudy,60,78,,Hard Rock Stadium,Grass,Open
1451,44,1,1,04:56,4,00-0004091,P.Dawson,CLE,Mostly Cloudy,47,63,,FirstEnergy Stadium,Kentucky Bluegrass,Open
1452,32,1,2,07:45,4,00-0004091,P.Dawson,CLE,Mostly Cloudy,47,63,,FirstEnergy Stadium,Kentucky Bluegrass,Open
1453,29,1,2,01:10,4,00-0021940,Josh.Brown,STL,Mostly Cloudy,47,63,,FirstEnergy Stadium,Kentucky Bluegrass,Open
1454,43,1,2,00:05,2,00-0004091,P.Dawson,CLE,Mostly Cloudy,47,63,,FirstEnergy Stadium,Kentucky Bluegrass,Open
1455,27,1,3,00:37,4,00-0004091,P.Dawson,CLE,Mostly Cloudy,47,63,,FirstEnergy Stadium,Kentucky Bluegrass,Open
1456,34,1,4,07:47,4,00-0021940,Josh.Brown,STL,Mostly Cloudy,47,63,,FirstEnergy Stadium,Kentucky Bluegrass,Open
1457,22,0,4,02:13,4,00-0004091,P.Dawson,CLE,Mostly Cloudy,47,63,,FirstEnergy Stadium,Kentucky Bluegrass,Open
1458,50,0,1,10:45,4,00-0020972,B.Cundiff,BAL,Overcast,71,50,,CenturyLink Field,Fieldturf,Open
1459,22,1,1,05:29,4,00-0025944,S.Hauschka,SEA,Overcast,71,50,,CenturyLink Field,Fieldturf,Open
1460,38,1,2,05:44,4,00-0025944,S.Hauschka,SEA,Overcast,71,50,,CenturyLink Field,Fieldturf,Open
1461,39,1,2,01:55,4,00-0025944,S.Hauschka,SEA,Overcast,71,50,,CenturyLink Field,Fieldturf,Open
1462,35,1,2,00:51,4,00-0025944,S.Hauschka,SEA,Overcast,71,50,,CenturyLink Field,Fieldturf,Open
1463,52,0,2,00:07,3,00-0020972,B.Cundiff,BAL,Overcast,71,50,,CenturyLink Field,Fieldturf,Open
1464,30,1,3,12:30,4,00-0025944,S.Hauschka,SEA,Overcast,71,50,,CenturyLink Field,Fieldturf,Open
1465,35,1,3,00:57,4,00-0020972,B.Cundiff,BAL,Overcast,71,50,,CenturyLink Field,Fieldturf,Open
1466,23,1,1,06:31,4,00-0019778,L.Tynes,NYG,Partly Sunny,64,60,,Candlestick Park,Kentucky Bluegrass,Open
1467,36,1,1,00:30,4,00-0000108,D.Akers,SF,Partly Sunny,64,60,,Candlestick Park,Kentucky Bluegrass,Open
1468,25,1,2,09:09,4,00-0019778,L.Tynes,NYG,Partly Sunny,64,60,,Candlestick Park,Kentucky Bluegrass,Open
1469,52,1,2,05:05,4,00-0000108,D.Akers,SF,Partly Sunny,64,60,,Candlestick Park,Kentucky Bluegrass,Open
1470,39,1,2,01:53,4,00-0000108,D.Akers,SF,Partly Sunny,64,60,,Candlestick Park,Kentucky Bluegrass,Open
1471,28,1,3,11:18,4,00-0000108,D.Akers,SF,Partly Sunny,64,60,,Candlestick Park,Kentucky Bluegrass,Open
1472,24,0,1,11:36,4,00-0025565,N.Folk,NYJ,A Few Clouds,46,56,,MetLife Stadium,Fieldturf,Open
1473,50,1,1,08:14,4,00-0024333,S.Gostkowski,NE,A Few Clouds,46,56,,MetLife Stadium,Fieldturf,Open
1474,36,1,1,02:36,4,00-0024333,S.Gostkowski,NE,A Few Clouds,46,56,,MetLife Stadium,Fieldturf,Open
1475,27,1,3,10:34,4,00-0024333,S.Gostkowski,NE,A Few Clouds,46,56,,MetLife Stadium,Fieldturf,Open
1476,52,0,1,01:18,4,00-0010072,R.Longwell,MIN,A Few Clouds,71,46,,Lambeau Field,Desso GrassMaster,Open
1477,25,1,2,12:08,4,00-0025580,M.Crosby,GB,A Few Clouds,71,46,,Lambeau Field,Desso GrassMaster,Open
1478,37,1,1,05:14,4,00-0023853,M.Prater,DEN,Partly Cloudy,17,48,,Broncos Stadium at Mile High,Grass,Open
1479,52,0,1,01:13,4,00-0025565,N.Folk,NYJ,Partly Cloudy,17,48,,Broncos Stadium at Mile High,Grass,Open
1480,21,1,2,12:08,4,00-0025565,N.Folk,NYJ,Partly Cloudy,17,48,,Broncos Stadium at Mile High,Grass,Open
1481,61,0,2,00:05,2,00-0025565,N.Folk,NYJ,Partly Cloudy,17,48,,Broncos Stadium at Mile High,Grass,Open
1482,45,1,4,09:19,4,00-0025565,N.Folk,NYJ,Partly Cloudy,17,48,,Broncos Stadium at Mile High,Grass,Open
1483,29,1,1,01:01,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,68,24,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
1484,26,1,3,00:55,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,68,24,,Hubert H. Humphrey Metrodome,Fieldturf,Dome
1485,19,1,2,14:12,4,00-0020578,M.Bryant,ATL,Mostly Cloudy,73,68,,Georgia Dome,Fieldturf,Dome
1486,33,1,2,07:23,4,00-0020578,M.Bryant,ATL,Mostly Cloudy,73,68,,Georgia Dome,Fieldturf,Dome
1487,46,1,2,00:07,2,00-0020962,R.Bironas,TEN,Mostly Cloudy,73,68,,Georgia Dome,Fieldturf,Dome
1488,24,1,3,03:11,4,00-0020578,M.Bryant,ATL,Mostly Cloudy,73,68,,Georgia Dome,Fieldturf,Dome
1489,30,1,1,10:13,4,00-0023635,D.Rayner,BUF,Light Rain,84,75,,Hard Rock Stadium,Grass,Open
1490,56,1,2,00:04,3,00-0023635,D.Rayner,BUF,Light Rain,84,75,,Hard Rock Stadium,Grass,Open
1491,42,1,4,05:39,4,00-0022874,J.Scobee,JAC,Overcast,83,50,,FirstEnergy Stadium,Kentucky Bluegrass,Open
1492,38,0,4,02:53,4,00-0004091,P.Dawson,CLE,Overcast,83,50,,FirstEnergy Stadium,Kentucky Bluegrass,Open
1493,22,1,3,10:52,4,00-0020972,B.Cundiff,BAL,Overcast,64,64,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
1494,27,1,4,05:35,4,00-0023482,M.Nugent,CIN,Overcast,64,64,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
1495,37,1,2,10:28,4,00-0028660,D.Bailey,DAL,Fair,56,67,,FedExField,Grass,Open
1496,40,1,3,11:45,4,00-0026858,G.Gano,WAS,Fair,56,67,,FedExField,Grass,Open
1497,49,0,3,06:14,4,00-0026858,G.Gano,WAS,Fair,56,67,,FedExField,Grass,Open
1498,52,0,5,09:27,4,00-0026858,G.Gano,WAS,Fair,56,67,,FedExField,Grass,Open
1499,39,1,5,05:47,3,00-0028660,D.Bailey,DAL,Fair,56,67,,FedExField,Grass,Open
1500,27,1,1,03:59,4,00-0010373,O.Mare,CAR,Mostly Cloudy,58,48,,Ford Field,Fieldturf,Dome
1501,31,1,2,00:05,4,00-0010373,O.Mare,CAR,Mostly Cloudy,58,48,,Ford Field,Fieldturf,Dome
1502,23,1,2,03:55,4,00-0026138,C.Barth,TB,Overcast,66,32,,Lambeau Field,Desso GrassMaster,Open
1503,32,1,3,04:57,4,00-0026138,C.Barth,TB,Overcast,66,32,,Lambeau Field,Desso GrassMaster,Open
1504,29,0,4,01:40,4,00-0025580,M.Crosby,GB,Overcast,66,32,,Lambeau Field,Desso GrassMaster,Open
1505,46,0,1,10:18,4,00-0000108,D.Akers,SF,Rain Showers,80,55,,Candlestick Park,Kentucky Bluegrass,Open
1506,49,0,1,08:17,4,00-0000108,D.Akers,SF,Rain Showers,80,55,,Candlestick Park,Kentucky Bluegrass,Open
1507,22,1,1,03:13,4,00-0000108,D.Akers,SF,Rain Showers,80,55,,Candlestick Park,Kentucky Bluegrass,Open
1508,43,1,1,02:10,4,00-0000108,D.Akers,SF,Rain Showers,80,55,,Candlestick Park,Kentucky Bluegrass,Open
1509,29,1,2,01:01,4,00-0000108,D.Akers,SF,Rain Showers,80,55,,Candlestick Park,Kentucky Bluegrass,Open
1510,19,1,2,00:03,1,00-0025944,S.Hauschka,SEA,Overcast,82,42,,Edward Jones Dome,Fieldturf,Dome
1511,28,1,1,09:43,4,00-0023096,N.Novak,SD,Overcast,73,41,,Soldier Field,Grass,Open
1512,42,1,1,05:06,4,00-0023252,R.Gould,CHI,Overcast,73,41,,Soldier Field,Grass,Open
1513,55,0,2,00:02,1,00-0023096,N.Novak,SD,Overcast,73,41,,Soldier Field,Grass,Open
1514,48,1,4,15:00,4,00-0023096,N.Novak,SD,Overcast,73,41,,Soldier Field,Grass,Open
1515,33,1,2,11:36,4,00-0028058,A.Henery,PHI,Fair,70,56,,MetLife Stadium,Fieldturf,Open
1516,48,1,2,00:05,1,00-0019778,L.Tynes,NYG,Fair,70,56,,MetLife Stadium,Fieldturf,Open
1517,26,1,1,01:34,4,00-0026968,R.Succop,KC,Fair,85,30,,Gillette Stadium,Fieldturf,Open
1518,21,1,2,00:14,4,00-0024333,S.Gostkowski,NE,Fair,85,30,,Gillette Stadium,Fieldturf,Open
1519,19,1,3,00:03,4,00-0024333,S.Gostkowski,NE,Fair,85,30,,Gillette Stadium,Fieldturf,Open
1520,47,0,2,01:07,4,00-0006800,J.Hanson,DET,Overcast with Haze,82,42,,Ford Field,Fieldturf,Dome
1521,35,1,3,01:14,4,00-0025580,M.Crosby,GB,Overcast with Haze,82,42,,Ford Field,Fieldturf,Dome
1522,32,1,4,02:46,4,00-0025580,M.Crosby,GB,Overcast with Haze,82,42,,Ford Field,Fieldturf,Dome
1523,26,1,1,02:47,4,00-0019536,S.Graham,MIA,Clear,77,59,,AT&T Stadium,RealGrass Matrix,Open
1524,47,0,2,09:44,4,00-0019536,S.Graham,MIA,Clear,77,59,,AT&T Stadium,RealGrass Matrix,Open
1525,32,1,2,04:42,4,00-0028660,D.Bailey,DAL,Clear,77,59,,AT&T Stadium,RealGrass Matrix,Open
1526,28,1,2,00:04,3,00-0019536,S.Graham,MIA,Clear,77,59,,AT&T Stadium,RealGrass Matrix,Open
1527,27,1,3,08:07,4,00-0019536,S.Graham,MIA,Clear,77,59,,AT&T Stadium,RealGrass Matrix,Open
1528,23,1,4,07:18,4,00-0019536,S.Graham,MIA,Clear,77,59,,AT&T Stadium,RealGrass Matrix,Open
1529,28,1,4,00:03,4,00-0028660,D.Bailey,DAL,Clear,77,59,,AT&T Stadium,RealGrass Matrix,Open
1530,39,1,1,10:26,4,00-0020972,B.Cundiff,BAL,Fair,87,36,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
1531,45,1,1,02:04,4,00-0000108,D.Akers,SF,Fair,87,36,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
1532,23,1,2,02:56,4,00-0020972,B.Cundiff,BAL,Fair,87,36,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
1533,52,1,3,07:35,4,00-0000108,D.Akers,SF,Fair,87,36,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
1534,39,1,4,03:14,4,00-0020972,B.Cundiff,BAL,Fair,87,36,,M&T Bank Stadium,419 Tifway Bermuda Grass,Open
1535,53,1,4,09:51,4,00-0023635,D.Rayner,BUF,Fair,54,62,,MetLife Stadium,Fieldturf,Open
1536,32,1,2,09:25,4,00-0004091,P.Dawson,CLE,Light Rain,93,60,,Paul Brown Stadium,-,Open
1537,23,1,3,08:55,4,00-0023482,M.Nugent,CIN,Light Rain,93,60,,Paul Brown Stadium,-,Open
1538,54,1,3,03:57,4,00-0004091,P.Dawson,CLE,Light Rain,93,60,,Paul Brown Stadium,-,Open
1539,40,1,4,11:01,4,00-0023482,M.Nugent,CIN,Light Rain,93,60,,Paul Brown Stadium,-,Open
1540,55,0,4,01:55,4,00-0004091,P.Dawson,CLE,Light Rain,93,60,,Paul Brown Stadium,-,Open
1541,26,1,4,00:41,4,00-0023482,M.Nugent,CIN,Light Rain,93,60,,Paul Brown Stadium,-,Open
1542,21,1,2,10:44,4,00-0022874,J.Scobee,JAC,Mostly Cloudy,49,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
1543,53,1,2,04:19,4,00-0019676,N.Rackers,HOU,Mostly Cloudy,49,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
1544,55,0,2,01:50,4,00-0022874,J.Scobee,JAC,Mostly Cloudy,49,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
1545,33,1,2,00:06,4,00-0019676,N.Rackers,HOU,Mostly Cloudy,49,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
1546,35,1,4,04:19,4,00-0022874,J.Scobee,JAC,Mostly Cloudy,49,79,,TIAA Bank Field,419 Tifway Bermuda Grass,Open
1547,37,1,2,00:42,4,00-0020578,M.Bryant,ATL,Overcast,46,71,,Georgia Dome,Fieldturf,Dome
1548,29,1,1,00:39,4,00-0019770,J.Feely,ARI,Fog/Mist,79,40,,Edward Jones Dome,Fieldturf,Dome
1549,35,1,2,00:07,3,00-0021940,Josh.Brown,STL,Fog/Mist,79,40,,Edward Jones Dome,Fieldturf,Dome
1550,37,1,3,09:42,4,00-0019770,J.Feely,ARI,Fog/Mist,79,40,,Edward Jones Dome,Fieldturf,Dome
1551,48,1,4,14:54,4,00-0021940,Josh.Brown,STL,Fog/Mist,79,40,,Edward Jones Dome,Fieldturf,Dome
1552,50,0,4,13:07,4,00-0021940,Josh.Brown,STL,Fog/Mist,79,40,,Edward Jones Dome,Fieldturf,Dome
1553,22,1,4,04:12,4,00-0019770,J.Feely,ARI,Fog/Mist,79,40,,Edward Jones Dome,Fieldturf,Dome
1554,40,1,1,04:13,4,00-0010373,O.Mare,CAR,Light Rain,93,44,,Lucas Oil Stadium,Fieldturf,Dome
1555,43,1,2,01:51,4,00-0016919,A.Vinatieri,IND,Light Rain,93,44,,Lucas Oil Stadium,Fieldturf,Dome
1556,31,1,3,00:38,4,00-0016919,A.Vinatieri,IND,Light Rain,93,44,,Lucas Oil Stadium,Fieldturf,Dome
1557,41,1,4,05:58,4,00-0010373,O.Mare,CAR,Light Rain,93,44,,Lucas Oil Stadium,Fieldturf,Dome
1558,43,1,1,08:07,4,00-0026138,C.Barth,TB,Overcast,89,46,,Nissan Stadium,419 Tifway Bermuda Grass,Open
1559,42,0,2,09:58,4,00-0020962,R.Bironas,TEN,Overcast,89,46,,Nissan Stadium,419 Tifway Bermuda Grass,Open
1560,31,1,2,03:57,4,00-0020962,R.Bironas,TEN,Overcast,89,46,,Nissan Stadium,419 Tifway Bermuda Grass,Open
1561,52,1,4,12:03,4,00-0020962,R.Bironas,TEN,Overcast,89,46,,Nissan Stadium,419 Tifway Bermuda Grass,Open
1562,38,1,4,01:49,4,00-0020962,R.Bironas,TEN,Overcast,89,46,,Nissan Stadium,419 Tifway Bermuda Grass,Open
1563,51,0,3,12:08,4,00-0025944,S.Hauschka,SEA,Light Rain,86,49,,CenturyLink Field,Fieldturf,Open
1564,36,1,3,06:01,4,00-0025944,S.Hauschka,SEA,Light Rain,86,49,,CenturyLink Field,Fieldturf,Open
1565,25,1,4,01:09,4,00-0026858,G.Gano,WAS,Light Rain,86,49,,CenturyLink Field,Fieldturf,Open
1566,40,1,1,11:16,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,67,60,,Oakland–Alameda County Coliseum,Bluegrass,Open
1567,47,1,1,04:26,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,67,60,,Oakland–Alameda County Coliseum,Bluegrass,Open
1568,42,1,2,03:01,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,67,60,,Oakland–Alameda County Coliseum,Bluegrass,Open
1569,19,1,2,00:05,3,00-0019646,S.Janikowski,OAK,Mostly Cloudy,67,60,,Oakland–Alameda County Coliseum,Bluegrass,Open
1570,37,1,3,11:12,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,67,60,,Oakland–Alameda County Coliseum,Bluegrass,Open
1571,44,1,3,00:27,4,00-0019646,S.Janikowski,OAK,Mostly Cloudy,67,60,,Oakland–Alameda County Coliseum,Bluegrass,Open
1572,50,1,4,10:55,4,00-0023252,R.Gould,CHI,Mostly Cloudy,67,60,,Oakland–Alameda County Coliseum,Bluegrass,Open
1573,53,1,4,07:22,4,00-0023252,R.Gould,CHI,Mostly Cloudy,67,60,,Oakland–Alameda County Coliseum,Bluegrass,Open
1574,43,1,1,08:23,4,00-0028058,A.Henery,PHI,Fair,78,57,,Lincoln Financial Field,Desso GrassMaster,Open
1575,39,0,2,10:24,4,00-0024333,S.Gostkowski,NE,Fair,78,57,,Lincoln Financial Field,Desso GrassMaster,Open
1576,22,1,2,02:14,4,00-0028058,A.Henery,PHI,Fair,78,57,,Lincoln Financial Field,Desso GrassMaster,Open
1577,45,1,2,00:56,4,00-0024333,S.Gostkowski,NE,Fair,78,57,,Lincoln Financial Field,Desso GrassMaster,Open
1578,53,1,1,11:39,4,00-0023096,N.Novak,SD,Fair,16,82,,Qualcomm Stadium,Grass,Open
1579,25,1,3,09:34,4,00-0023096,N.Novak,SD,Fair,16,82,,Qualcomm Stadium,Grass,Open
1580,41,1,3,00:37,4,00-0023853,M.Prater,DEN,Fair,16,82,,Qualcomm Stadium,Grass,Open
1581,48,0,4,12:36,4,00-0023096,N.Novak,SD,Fair,16,82,,Qualcomm Stadium,Grass,Open
1582,24,1,4,01:38,4,00-0023853,M.Prater,DEN,Fair,16,82,,Qualcomm Stadium,Grass,Open
1583,53,0,5,02:36,4,00-0023096,N.Novak,SD,Fair,16,82,,Qualcomm Stadium,Grass,Open
1584,37,1,5,00:33,2,00-0023853,M.Prater,DEN,Fair,16,82,,Qualcomm Stadium,Grass,Open
1585,41,1,1,10:44,4,00-0026968,R.Succop,KC,A Few Clouds,67,34,,Arrowhead Stadium,Grass,Open
1586,21,1,2,13:32,4,00-0023001,S.Suisham,PIT,A Few Clouds,67,34,,Arrowhead Stadium,Grass,Open
1587,49,1,2,04:35,4,00-0026968,R.Succop,KC,A Few Clouds,67,34,,Arrowhead Stadium,Grass,Open
1588,49,1,2,00:04,4,00-0023001,S.Suisham,PIT,A Few Clouds,67,34,,Arrowhead Stadium,Grass,Open
1589,40,1,4,07:16,4,00-0026968,R.Succop,KC,A Few Clouds,67,34,,Arrowhead Stadium,Grass,Open
1590,42,1,2,09:35,4,00-0019778,L.Tynes,NYG,Rain Showers,,39/53,,Mercedes-Benz Superdome,Fieldturf,Dome
1591,61,0,2,00:05,1,00-0019778,L.Tynes,NYG,Rain Showers,,39/53,,Mercedes-Benz Superdome,Fieldturf,Dome
